Client,MAE,RMSE,R2,Model_Path
Client 1,14.361127873563218,21.735585398818003,0.8840740790881855,models/federated/client_1_model.pkl
Client 2,15.122256011315416,22.407291869501666,0.8965062243754673,models/federated/client_2_model.pkl
Client 3,18.2489258698941,29.686284345044367,0.8184551692272775,models/federated/client_3_model.pkl
